BFS_NR,GEO_LEVEL_LEVEL,GEBIET_NAME,JAHR,Einwohner_pro_ha_Wohnzone,Einwohner_pro_ha_Mischzone,Einwohner_pro_ha_Arbeitszone,Einwohner_pro_ha_Total,Beschaeftigte_pro_ha_Wohnzone,Beschaeftigte_pro_ha_Mischzone,Beschaeftigte_pro_ha_Arbeitszone,Beschaeftigte_pro_ha_Total,Einwohner_u_Beschaeftigte_pro_ha_Wohnzone,Einwohner_u_Beschaeftigte_pro_ha_Mischzone,Einwohner_u_Beschaeftigte_pro_ha_Arbeitszone,Einwohner_u_Beschaeftigte_pro_ha_Total,Einheit
110,6,"Region Weinland",2019,38.3,33.1,3.4,29.9,3.1,11.4,30.1,10.7,41.4,44.5,33.5,40.6,"Anzahl"
110,6,"Region Weinland",2020,39,33.3,3.3,30.3,3.4,11.4,30.3,10.7,42.4,44.7,33.6,41,"Anzahl"
110,6,"Region Weinland",2021,38.8,33.8,3.3,30.4,3.5,11.4,31.7,10.8,42.3,45.1,35,41.3,"Anzahl"
111,3,"Bäretswil",2012,41.4,64.7,3.1,40,3.6,14.2,18.6,11.1,45,78.9,21.7,51.1,"Anzahl"
111,3,"Bäretswil",2013,41.6,64.1,3.7,40,3.7,11.8,23.5,11.9,45.2,75.9,27.2,51.8,"Anzahl"
111,3,"Bäretswil",2014,42,65.6,4.2,40.6,3.5,13.8,26.9,12.6,45.4,79.3,31.1,53.3,"Anzahl"
111,3,"Bäretswil",2015,41,65.5,4.1,40.1,2.9,13.8,24.6,12.2,43.9,79.3,28.7,52.3,"Anzahl"
111,3,"Bäretswil",2016,42.3,65.5,4.9,40.8,3.2,12.7,24.5,12.4,45.4,78.3,29.4,53.1,"Anzahl"
111,3,"Bäretswil",2017,41.8,65.8,5.4,40.3,3.5,12.1,25.4,12.5,45.3,78,30.9,52.8,"Anzahl"
111,3,"Bäretswil",2018,42.6,64,5.2,40.2,2.8,12.6,26.1,13.1,45.5,76.6,31.2,53.3,"Anzahl"
111,3,"Bäretswil",2019,44.1,64.2,5.4,43,2.9,12,33.3,12.1,47,76.2,38.7,55,"Anzahl"
111,3,"Bäretswil",2020,42.6,65,5.7,42.6,2.9,11.5,31.3,11.4,45.5,76.5,37,54.1,"Anzahl"
111,3,"Bäretswil",2021,42.7,64.4,4.2,42.2,2.8,11,40.1,12.7,45.6,75.5,44.3,54.8,"Anzahl"
111,6,"Region Unterland",2012,58,48,3.8,42.4,4,17.6,38.4,14.7,62,65.6,42.2,57.1,"Anzahl"
111,6,"Region Unterland",2013,58.3,48.8,4.2,42.8,3.8,17.6,38.8,14.8,62.2,66.4,43,57.5,"Anzahl"
111,6,"Region Unterland",2014,57.8,52,4.6,43.5,4,17.3,38.4,14.8,61.8,69.3,43,58.3,"Anzahl"
111,6,"Region Unterland",2015,57.8,52.8,4.8,43.8,4,16.2,39.3,14.8,61.9,69,44.1,58.5,"Anzahl"
111,6,"Region Unterland",2016,58.4,53.7,4.8,44.2,4.1,16.5,39.2,15,62.5,70.2,44,59.2,"Anzahl"
111,6,"Region Unterland",2017,59.5,53.7,4.9,44.8,3.9,15.9,41.5,15.2,63.4,69.6,46.4,60,"Anzahl"
111,6,"Region Unterland",2018,60,53.8,5,45.2,3.9,16.2,42.4,15.4,63.9,70.1,47.4,60.6,"Anzahl"
111,6,"Region Unterland",2019,60.6,54.5,6.3,45.9,3.8,17.2,41.8,15.6,64.4,71.7,48.2,61.5,"Anzahl"
111,6,"Region Unterland",2020,59.4,58.3,6.4,46.4,4.2,16.5,40.2,15.4,63.6,74.8,46.6,61.8,"Anzahl"
111,6,"Region Unterland",2021,59.7,59.8,6.3,46.8,4.5,16.7,39.9,15.6,64.2,76.5,46.2,62.4,"Anzahl"
112,3,"Bubikon",2012,48,56.9,3.9,37.3,4,12.2,43.2,18,52,69.1,47.1,55.2,"Anzahl"
112,3,"Bubikon",2013,48.1,57.8,3.8,37.3,3.7,12.6,45.3,17.8,51.8,70.4,49.1,55.1,"Anzahl"
112,3,"Bubikon",2014,48,57.1,5,37.4,4,12.5,48.4,18.3,52,69.6,53.3,55.6,"Anzahl"
112,3,"Bubikon",2015,47.4,58.4,4.8,37.3,4.2,12,49.3,18.8,51.6,70.4,54,56.1,"Anzahl"
112,3,"Bubikon",2016,48.7,59.3,3.9,37.9,4.1,12.8,47.4,18.1,52.8,72.1,51.4,56,"Anzahl"
112,3,"Bubikon",2017,48.3,61.2,3.9,38.3,3.7,13.4,53,19.6,52,74.7,56.9,57.8,"Anzahl"
112,3,"Bubikon",2018,49,63.5,3.7,39.1,4,13.6,54.8,20.1,53,77.1,58.5,59.2,"Anzahl"
112,3,"Bubikon",2019,48.9,70.9,8.1,39.9,3.6,14.4,57.9,21.6,52.5,85.3,66,61.4,"Anzahl"
112,3,"Bubikon",2020,48.8,71.5,7.8,40,3.7,14.6,57.6,21.9,52.5,86.1,65.4,61.8,"Anzahl"
112,3,"Bubikon",2021,48.9,72,7.8,40.1,3.9,13.2,59.5,22.1,52.8,85.1,67.4,62.2,"Anzahl"
113,3,"Dürnten",2012,51.5,63.6,3.8,44.5,3.7,14.4,19.1,10.5,55.2,77.9,22.8,55,"Anzahl"
113,3,"Dürnten",2013,49.8,65.2,3.6,44,3.8,13,20.9,10.5,53.6,78.3,24.5,54.5,"Anzahl"
113,3,"Dürnten",2014,50.3,64.7,4.3,45.2,3.6,11.9,21.5,10,54,76.6,25.8,55.2,"Anzahl"
113,3,"Dürnten",2015,49.9,65.7,4,45.1,3.7,12.4,22.2,10,53.6,78.1,26.2,55.1,"Anzahl"
113,3,"Dürnten",2016,50.8,67.1,3.7,46,3.5,12.8,23.4,10.6,54.3,79.9,27.1,56.5,"Anzahl"
113,3,"Dürnten",2017,51.3,67.1,3.5,46.2,3.3,12.6,24.9,10.7,54.6,79.7,28.4,56.9,"Anzahl"
113,3,"Dürnten",2018,51.2,68.2,4.1,46.6,3.3,13,24.7,10.7,54.6,81.2,28.8,57.3,"Anzahl"
113,3,"Dürnten",2019,52.7,66.6,4.5,46.9,2.8,12.2,28,10.9,55.5,78.8,32.5,57.9,"Anzahl"
113,3,"Dürnten",2020,53.7,66,4.5,47.2,2.9,11.6,30.6,11.3,56.7,77.6,35.1,58.5,"Anzahl"
113,3,"Dürnten",2021,53.8,66.2,4.6,47.4,2.9,10.6,31.1,11.4,56.8,76.8,35.7,58.8,"Anzahl"
114,3,"Fischenthal",2012,33.5,31.1,1,26.9,6.6,6.9,15.7,8.4,40.2,38.1,16.7,35.4,"Anzahl"
114,3,"Fischenthal",2013,30.5,30.7,0.8,26.1,6.7,7.2,17.2,8.6,37.2,37.9,18,34.7,"Anzahl"
114,3,"Fischenthal",2014,33.1,29.1,0.5,26,5.5,7.3,17.3,8.5,38.5,36.4,17.9,34.5,"Anzahl"
114,3,"Fischenthal",2015,32.4,32.7,0.9,28.2,5,7.3,17.9,8.5,37.4,40,18.8,36.7,"Anzahl"
114,3,"Fischenthal",2016,33.4,33.5,0.9,28.9,5.3,7.3,16.2,8.3,38.7,40.8,17.1,37.2,"Anzahl"
114,3,"Fischenthal",2017,34.1,33.3,1.1,29,1.8,7.2,19.4,7.6,35.9,40.5,20.5,36.5,"Anzahl"
114,3,"Fischenthal",2018,33,32.9,1.1,28.5,2,6.8,17.5,7.2,35,39.7,18.5,35.7,"Anzahl"
114,3,"Fischenthal",2019,32.7,32.6,1.4,28.2,2.2,6.5,19.6,7.4,34.9,39.1,21.1,35.6,"Anzahl"
114,3,"Fischenthal",2020,32.2,33.3,1.3,28.5,2.2,6.4,16.7,7,34.4,39.7,18,35.5,"Anzahl"
114,3,"Fischenthal",2021,33.9,33.4,1.3,29,2.4,6.2,17.1,6.6,36.3,39.5,18.4,35.7,"Anzahl"
115,3,"Gossau (ZH)",2012,49,57.9,5,45.4,5.7,15.7,58.6,12.6,54.7,73.6,63.6,58,"Anzahl"
115,3,"Gossau (ZH)",2013,49,57,5.7,45.2,5.6,16,59.3,12.4,54.6,73.1,65,57.5,"Anzahl"
115,3,"Gossau (ZH)",2014,49.4,57.4,5.6,45.4,5.2,15,61.8,12,54.6,72.3,67.4,57.4,"Anzahl"
115,3,"Gossau (ZH)",2015,48.7,56.7,6.9,45,5.2,14.2,64.2,11.8,53.8,70.9,71.1,56.8,"Anzahl"
115,3,"Gossau (ZH)",2016,48,58,6.5,45.1,4.2,14.5,62.8,11.4,52.2,72.6,69.2,56.5,"Anzahl"
115,3,"Gossau (ZH)",2017,49.4,57.4,6.5,45.7,4,15.4,65.2,11.8,53.4,72.8,71.7,57.4,"Anzahl"
115,3,"Gossau (ZH)",2018,51.2,58.1,6.9,46.9,4,15.2,66.2,11.9,55.1,73.3,73.1,58.8,"Anzahl"
115,3,"Gossau (ZH)",2019,51.3,59,6.8,47.5,3.4,15.5,73.3,11.6,54.7,74.5,80,59.1,"Anzahl"
115,3,"Gossau (ZH)",2020,50.9,59.1,7.2,47,3.1,14.7,70.5,10.9,54,73.8,77.7,57.9,"Anzahl"
115,3,"Gossau (ZH)",2021,50.6,58.9,7.5,46.8,3.3,15,72.6,11.1,54,73.8,80.1,57.9,"Anzahl"
116,3,"Grüningen",2012,47.5,42.7,4,39.1,13.7,19.1,53.5,20.5,61.2,61.8,57.5,59.7,"Anzahl"
116,3,"Grüningen",2013,46.5,43.7,3.9,39.2,14.3,21.4,41.2,20.9,60.8,65,45,60,"Anzahl"
116,3,"Grüningen",2014,48.9,44.7,4.5,40.6,14.7,22.7,45,22.2,63.6,67.4,49.5,62.8,"Anzahl"
116,3,"Grüningen",2015,47.6,45.5,4.5,40.5,15.3,23.5,52.1,23.4,62.9,68.9,56.6,63.9,"Anzahl"
116,3,"Grüningen",2016,45.7,47.4,4.4,40.7,14.4,19.5,70.9,22.8,60.1,66.9,75.2,63.4,"Anzahl"
116,3,"Grüningen",2017,45.1,47.1,4,40.1,14,19.7,72,22.9,59.1,66.8,76,63,"Anzahl"
116,3,"Grüningen",2018,46.7,48.1,3.9,41.2,14,17.2,69,21.8,60.7,65.3,72.9,63,"Anzahl"
116,3,"Grüningen",2019,47.5,54.7,5.6,45.3,20.4,14.1,75.7,23.7,67.9,68.8,81.3,69,"Anzahl"
116,3,"Grüningen",2020,52.4,52.8,5.5,46.4,20.1,10.9,77.8,23.9,72.5,63.7,83.3,70.3,"Anzahl"
116,3,"Grüningen",2021,54.5,53.4,5.6,47.6,20.2,10.9,76.1,24.1,74.7,64.4,81.8,71.7,"Anzahl"
117,3,"Hinwil",2012,45,71.3,1.5,34.9,3.8,19.6,47.7,22.3,48.8,90.9,49.3,57.2,"Anzahl"
117,3,"Hinwil",2013,45.9,72.2,1.6,35.4,4.1,18.7,47.6,22.3,50,90.9,49.2,57.8,"Anzahl"
117,3,"Hinwil",2014,46.4,69.7,1.6,34.6,3.8,17.9,45.5,21.8,50.3,87.5,47.1,56.4,"Anzahl"
117,3,"Hinwil",2015,47,69.6,1.7,34.8,3.7,17.8,45.6,22.1,50.7,87.4,47.3,56.9,"Anzahl"
117,3,"Hinwil",2016,46.3,73.6,1.6,35.5,3.8,15.9,51.5,22.6,50.1,89.5,53.2,58.1,"Anzahl"
117,3,"Hinwil",2017,45.6,76,1.8,35.8,4.2,12.7,50.6,22.8,49.8,88.7,52.4,58.6,"Anzahl"
117,3,"Hinwil",2018,47.3,74,2.1,35.4,3.7,14.2,50.4,22.6,51,88.2,52.6,58,"Anzahl"
117,3,"Hinwil",2019,47.2,75.5,1.8,36.9,3.6,14.7,58,23.6,50.7,90.2,59.8,60.5,"Anzahl"
117,3,"Hinwil",2020,46.1,75.9,1.8,37.1,3.4,14.4,57.4,23.5,49.5,90.3,59.2,60.6,"Anzahl"
117,3,"Hinwil",2021,47.5,77.2,1.8,38,3.6,13.4,59.7,24.2,51.1,90.6,61.5,62.2,"Anzahl"
118,3,"Rüti (ZH)",2012,57.3,63.5,9.4,47.5,3.7,25.3,61.8,18.1,61,88.8,71.2,65.5,"Anzahl"
118,3,"Rüti (ZH)",2013,56.8,62.4,9.3,46.9,3.3,25.5,64.1,18.3,60.1,87.9,73.4,65.3,"Anzahl"
118,3,"Rüti (ZH)",2014,57.1,63.7,8.9,47.4,3.3,25.4,64.6,18.5,60.5,89.1,73.4,65.9,"Anzahl"
118,3,"Rüti (ZH)",2015,58,61.1,9.2,47.8,3.5,23.3,69.5,18.9,61.4,84.4,78.7,66.7,"Anzahl"
118,3,"Rüti (ZH)",2016,57.5,62.2,9.1,47.9,3.6,23.4,71.9,19.3,61.1,85.6,81,67.2,"Anzahl"
118,3,"Rüti (ZH)",2017,57.3,63.3,8.6,48.1,3.8,24.2,75,19.9,61,87.5,83.6,68,"Anzahl"
118,3,"Rüti (ZH)",2018,57.2,62.6,8.2,47.9,3.8,23.4,76.6,20.3,61,86,84.8,68.2,"Anzahl"
118,3,"Rüti (ZH)",2019,57.5,64.5,2.4,48,3.7,23.7,74.1,20.2,61.2,88.2,76.5,68.2,"Anzahl"
118,3,"Rüti (ZH)",2020,59.6,64.7,2.2,48.9,3.7,24,71.5,20.1,63.2,88.8,73.7,69,"Anzahl"
118,3,"Rüti (ZH)",2021,59.5,65.6,2.3,49.1,3.8,25,73.5,20.5,63.3,90.5,75.8,69.7,"Anzahl"
119,3,"Seegräben",2012,41.2,28.9,5.9,30.3,7.2,14.3,7.9,10.4,48.4,43.1,13.8,40.7,"Anzahl"
119,3,"Seegräben",2013,37.6,26.2,6.3,27.8,10.1,15.1,14,12.5,47.6,41.3,20.4,40.3,"Anzahl"
119,3,"Seegräben",2014,39.9,32.7,7.2,31.6,11.1,14.4,14.9,13.1,51,47,22.1,44.7,"Anzahl"
119,3,"Seegräben",2015,39,37.3,7.9,33.6,11.5,14.9,16.6,13.7,50.5,52.3,24.5,47.3,"Anzahl"
119,3,"Seegräben",2016,44.8,33.4,6.3,33.6,9.4,13.5,22.7,13,54.2,46.9,29,46.7,"Anzahl"
119,3,"Seegräben",2017,39.1,37.8,5.6,33.5,9.5,12.4,22.7,12.8,48.6,50.1,28.3,46.3,"Anzahl"
119,3,"Seegräben",2018,39.3,35.8,7.6,33.8,9.5,13.7,29.1,13.5,48.8,49.5,36.8,47.3,"Anzahl"
119,3,"Seegräben",2019,39.7,35.2,3.8,33.2,8.7,12.7,17.6,11.9,48.4,47.9,21.4,45.1,"Anzahl"
119,3,"Seegräben",2020,38,36.2,5.9,33.2,10,13.1,19.3,12.7,48,49.3,25.1,45.9,"Anzahl"
119,3,"Seegräben",2021,38.8,35.5,5.2,33.1,9.2,11.8,20.2,11.8,48,47.2,25.4,44.9,"Anzahl"
120,3,"Wald (ZH)",2012,43.9,54.4,5.1,41.6,5.6,19.5,22.8,13.7,49.5,73.9,27.9,55.2,"Anzahl"
120,3,"Wald (ZH)",2013,41.8,54.6,5.4,40.8,5.3,19.3,28.7,14,47.1,74,34.1,54.8,"Anzahl"
120,3,"Wald (ZH)",2014,43.8,53.8,5.2,42.2,6.7,19.4,27.4,13.9,50.5,73.1,32.6,56.1,"Anzahl"
120,3,"Wald (ZH)",2015,43.2,53.5,5.1,41.7,7.2,19,25.2,13.9,50.4,72.4,30.3,55.6,"Anzahl"
120,3,"Wald (ZH)",2016,43.1,55,5.2,42.4,7.4,19.4,27,14.2,50.4,74.4,32.2,56.6,"Anzahl"
120,3,"Wald (ZH)",2017,43.3,50,4.9,41,7.1,16.9,27.8,13.4,50.5,66.9,32.7,54.5,"Anzahl"
120,3,"Wald (ZH)",2018,45.5,49.7,5,41.8,6.8,16.8,27.9,13.3,52.2,66.5,32.9,55,"Anzahl"
120,3,"Wald (ZH)",2019,46.1,56.1,10.3,43.9,6.7,20.6,23.5,14.3,52.9,76.7,33.8,58.1,"Anzahl"
120,3,"Wald (ZH)",2020,46.7,56.8,10.6,44.6,6.5,19.2,20.9,13.5,53.2,76,31.5,58.1,"Anzahl"
120,3,"Wald (ZH)",2021,46.5,58,10.9,45,6.6,19.6,20.8,14.1,53,77.6,31.7,59.1,"Anzahl"
121,3,"Wetzikon (ZH)",2012,68,63.1,3.8,48.5,4.3,34.9,56.4,28,72.3,97.9,60.3,76.5,"Anzahl"
121,3,"Wetzikon (ZH)",2013,68.4,64.6,3.7,49.1,4.8,36.9,52.8,28.2,73.2,101.5,56.5,77.3,"Anzahl"
121,3,"Wetzikon (ZH)",2014,68.1,66,3.8,49.6,4.8,38.7,58.6,30.1,72.9,104.7,62.4,79.7,"Anzahl"
121,3,"Wetzikon (ZH)",2015,69.6,66.9,3.8,50.8,4.7,38.5,56.5,29.7,74.3,105.4,60.4,80.5,"Anzahl"
121,3,"Wetzikon (ZH)",2016,70.2,67.7,3.5,51.3,4.2,38.6,54.9,29.4,74.4,106.3,58.3,80.7,"Anzahl"
121,3,"Wetzikon (ZH)",2017,68.6,68.7,3.6,51,4.6,38.3,57.9,28.1,73.3,107,61.5,79.1,"Anzahl"
121,3,"Wetzikon (ZH)",2018,69.1,69.7,3.6,51.5,4.8,36,61,27.9,73.8,105.7,64.6,79.4,"Anzahl"
121,3,"Wetzikon (ZH)",2019,70.1,70.5,6.9,52,4.7,36,59.5,29.9,74.8,106.5,66.4,82,"Anzahl"
121,3,"Wetzikon (ZH)",2020,70.4,70.1,7,51.9,4.7,35.8,57.3,29.6,75,105.8,64.3,81.5,"Anzahl"
121,3,"Wetzikon (ZH)",2021,71.1,71.8,7.2,52.8,4.9,36.1,58.9,30.2,76.1,107.9,66.1,82.9,"Anzahl"
131,3,"Adliswil",2012,73.3,73.2,4.3,62.3,5.2,39.5,196.1,26.7,78.5,112.7,200.5,89,"Anzahl"
131,3,"Adliswil",2013,72.5,80.8,4.1,63,5.5,33.9,209.3,28.1,78,114.7,213.4,91.1,"Anzahl"
131,3,"Adliswil",2014,73.6,84.9,4.2,64.4,5.7,36.6,212.5,29.6,79.3,121.5,216.7,93.9,"Anzahl"
131,3,"Adliswil",2015,74.2,86.6,4.1,65,5.8,36.5,211.5,29.7,80,123.1,215.6,94.7,"Anzahl"
131,3,"Adliswil",2016,75,84.7,4.1,65.1,5.3,35.3,202.9,29,80.3,120,207,94.1,"Anzahl"
131,3,"Adliswil",2017,76.1,81.7,4.1,65.2,5.1,36.4,192.9,27.9,81.2,118.1,197,93.1,"Anzahl"
131,3,"Adliswil",2018,76,81,3.9,64.7,5.1,32.4,177.9,26,81.1,113.4,181.8,90.6,"Anzahl"
131,3,"Adliswil",2019,74.7,79.7,23.8,64.7,4.9,31.1,170.9,26.5,79.7,110.8,194.7,91.2,"Anzahl"
131,3,"Adliswil",2020,76.2,65.7,24.2,64.2,6.8,39.3,171.9,26.2,83.1,105,196,90.4,"Anzahl"
131,3,"Adliswil",2021,76.4,65,24.3,64.1,6.3,39.1,161.7,25.3,82.7,104.1,186,89.4,"Anzahl"
132,3,"Hirzel",2012,47.3,40.5,6.8,38.7,2.5,13.6,26.7,9.1,49.7,54,33.5,47.8,"Anzahl"
132,3,"Hirzel",2013,46.3,43.9,5.9,39.2,2.4,17.1,28.1,10.4,48.7,61,34,49.6,"Anzahl"
132,3,"Hirzel",2014,45.2,45.2,5.4,39.1,2.6,16.7,25.8,10.1,47.8,61.9,31.2,49.2,"Anzahl"
132,3,"Hirzel",2015,45.4,44.5,5.6,39,2.4,16.5,26,9.9,47.8,61,31.6,48.9,"Anzahl"
132,3,"Hirzel",2016,46.2,45.3,6.1,39.6,2.2,15.7,25.3,9.4,48.4,61,31.4,49,"Anzahl"
132,3,"Hirzel",2017,46.6,45.5,5.4,39.9,1.9,15.8,27.2,9.6,48.5,61.3,32.6,49.5,"Anzahl"
133,3,"Horgen",2012,72.3,74.7,5.3,59.7,4.2,27.9,98.7,29.1,76.5,102.6,104,88.7,"Anzahl"
133,3,"Horgen",2013,71.5,73.6,6.2,60.2,4.4,36.3,74.9,29,75.9,109.9,81.1,89.3,"Anzahl"
133,3,"Horgen",2014,72.8,75.8,7,61.7,4.3,35.7,75.9,29,77.1,111.5,82.9,90.7,"Anzahl"
133,3,"Horgen",2015,73.2,76.1,6.9,61.9,4.1,35.1,77.8,29,77.3,111.2,84.7,91,"Anzahl"
133,3,"Horgen",2016,73.7,75.6,7.4,62.1,4.3,35,77,29.3,78,110.6,84.4,91.4,"Anzahl"
133,3,"Horgen",2017,74.4,75.4,7.2,62.2,4.1,36.7,75.8,29.1,78.5,112.1,83.1,91.3,"Anzahl"
134,3,"Hütten",2012,41.8,61.3,,43.3,8.4,14.1,,10.4,50.2,75.4,,53.8,"Anzahl"
134,3,"Hütten",2013,41.8,62.3,,43.6,8.8,12,,10.2,50.6,74.2,,53.8,"Anzahl"
134,3,"Hütten",2014,39,62.7,0,44.3,6.7,16.2,0,10.9,45.6,78.9,0,55.3,"Anzahl"
134,3,"Hütten",2015,42.7,60.3,0,43.8,8.8,17.2,0,11.6,51.5,77.6,0,55.4,"Anzahl"
134,3,"Hütten",2016,42.5,62.1,0,44.2,8.9,16.1,0,11.2,51.4,78.2,0,55.4,"Anzahl"
134,3,"Hütten",2017,44,56.8,0,43.7,9.4,15.8,0,11.3,53.4,72.5,0,55,"Anzahl"
134,3,"Hütten",2018,41,62.7,0,43.4,6.6,12.8,0,8.5,47.6,75.5,0,52,"Anzahl"
135,3,"Kilchberg (ZH)",2012,47.1,48.7,3.3,43.7,8.1,21.9,234,22.4,55.2,70.6,237.3,66.1,"Anzahl"
135,3,"Kilchberg (ZH)",2013,47.3,48.5,2,43.8,8.2,18.8,243.6,23,55.5,67.3,245.6,66.8,"Anzahl"
135,3,"Kilchberg (ZH)",2014,47.8,50.1,1.3,44,8.6,18.2,228.4,22.7,56.3,68.3,229.7,66.8,"Anzahl"
135,3,"Kilchberg (ZH)",2015,49.3,51.1,1.5,45.2,9.1,18.5,226.4,22.5,58.4,69.7,227.9,67.7,"Anzahl"
135,3,"Kilchberg (ZH)",2016,49.4,53.1,1.6,45.8,8.9,18.2,220.9,21.9,58.4,71.3,222.6,67.7,"Anzahl"
135,3,"Kilchberg (ZH)",2017,50.3,52.7,1.8,46.4,9,18.7,233.2,22.2,59.3,71.4,235,68.6,"Anzahl"
135,3,"Kilchberg (ZH)",2018,53,54.1,1.6,48.4,9.3,18.5,230.1,22.6,62.3,72.7,231.7,71,"Anzahl"
135,3,"Kilchberg (ZH)",2019,53,55.7,2.2,48.7,9.6,19.1,235.2,24,62.6,74.8,237.4,72.7,"Anzahl"
135,3,"Kilchberg (ZH)",2020,53.2,58.8,1.7,49.1,9.8,22.4,217.5,23.8,63,81.2,219.2,72.9,"Anzahl"
135,3,"Kilchberg (ZH)",2021,52.8,62.3,1.7,49.5,10.1,23.8,212.3,24,63,86.1,214,73.5,"Anzahl"
136,3,"Langnau am Albis",2012,53.9,69.1,0.8,52.6,3.5,41.6,31.6,11.1,57.4,110.7,32.3,63.6,"Anzahl"
136,3,"Langnau am Albis",2013,54.4,69.6,0.8,53,3.5,39.8,32.7,10.8,57.9,109.4,33.5,63.7,"Anzahl"
136,3,"Langnau am Albis",2014,50,84.5,1.2,53.4,3.5,30.6,32.7,10.5,53.5,115.1,33.9,63.9,"Anzahl"
136,3,"Langnau am Albis",2015,50.2,85.7,1.2,53.8,3.7,30.6,30.4,10.6,53.9,116.3,31.6,64.4,"Anzahl"
136,3,"Langnau am Albis",2016,50.2,88.9,1.1,54.4,3.6,29.8,30.1,10.4,53.8,118.7,31.3,64.8,"Anzahl"
136,3,"Langnau am Albis",2017,50.3,88.7,1.1,54.4,3.4,30.8,32,10.6,53.8,119.5,33.2,65.1,"Anzahl"
136,3,"Langnau am Albis",2018,50.5,88.8,1.9,54.6,3.6,31.6,31.3,10.8,54.1,120.5,33.2,65.4,"Anzahl"
136,3,"Langnau am Albis",2019,52.2,86.2,2.9,55.9,3.6,32.9,27.7,11,55.8,119.1,30.6,67,"Anzahl"
136,3,"Langnau am Albis",2020,58.7,71.1,3.5,57,3.8,42,26,11.1,62.5,113.1,29.4,68.1,"Anzahl"
136,3,"Langnau am Albis",2021,59.8,69,3.5,57.6,3.7,41.3,36.3,11.2,63.5,110.3,39.8,68.8,"Anzahl"
137,3,"Oberrieden",2012,48,58,5.3,46.7,3.6,14.4,57,11.3,51.6,72.5,62.2,57.9,"Anzahl"
137,3,"Oberrieden",2013,52.5,51.7,4.5,46.5,3.3,12.5,55.9,11.3,55.7,64.2,60.4,57.8,"Anzahl"
137,3,"Oberrieden",2014,52.8,52.3,4.5,46.9,3.4,10.4,54.3,10.9,56.2,62.7,58.8,57.8,"Anzahl"
137,3,"Oberrieden",2015,52.9,52.3,5.3,47,3.4,10.6,56.2,11.1,56.3,62.9,61.4,58.1,"Anzahl"
137,3,"Oberrieden",2016,52.1,52.3,6.6,46.7,3.3,9.9,55.1,9.5,55.4,62.2,61.7,56.2,"Anzahl"
137,3,"Oberrieden",2017,52.7,52.7,5.8,47.2,4.2,9.7,55.4,9.9,56.9,62.4,61.2,57,"Anzahl"
137,3,"Oberrieden",2018,53.1,52.5,6.1,47.2,4.3,9,55.6,9.3,57.4,61.4,61.7,56.5,"Anzahl"
137,3,"Oberrieden",2019,51.6,51.6,10.3,46.3,4.3,9.4,53.2,9.5,55.9,61.1,63.5,55.8,"Anzahl"
137,3,"Oberrieden",2020,48.8,58.1,11.1,47.3,3.8,11.5,48.4,9.4,52.6,69.7,59.5,56.7,"Anzahl"
137,3,"Oberrieden",2021,49.4,57.8,11.1,47.4,3.6,11.6,50.9,9.5,52.9,69.4,62,56.9,"Anzahl"
138,3,"Richterswil",2012,56.2,74.1,3.6,53.1,3.4,19.3,64.4,15.5,59.6,93.4,68,68.5,"Anzahl"
138,3,"Richterswil",2013,56.8,74.8,3.6,53.6,3.5,18.4,65.3,15.3,60.3,93.2,68.9,68.9,"Anzahl"
138,3,"Richterswil",2014,55.7,76.1,3.6,53.4,3.6,19.8,70.4,16.4,59.3,95.9,74,69.8,"Anzahl"
138,3,"Richterswil",2015,55.8,75.5,3.8,53.1,3.6,20.5,68.8,16.6,59.3,96,72.6,69.7,"Anzahl"
138,3,"Richterswil",2016,55.9,76.8,3.2,53.4,3.8,21,64.7,16.4,59.7,97.9,68,69.9,"Anzahl"
138,3,"Richterswil",2017,56,77.6,3.2,53.6,3.7,20.4,69.6,16.7,59.8,97.9,72.8,70.4,"Anzahl"
138,3,"Richterswil",2018,55.1,78.6,3.2,53.4,3.4,21.3,72.6,17.1,58.5,99.9,75.8,70.5,"Anzahl"
138,3,"Richterswil",2019,55.9,78.6,6.8,53.5,3.7,20,68.4,16.6,59.5,98.6,75.2,70.1,"Anzahl"
138,3,"Richterswil",2020,55.8,78.8,7.2,53.6,3.8,20.9,66,16.3,59.6,99.7,73.2,69.9,"Anzahl"
138,3,"Richterswil",2021,56.6,78.9,7.8,54.1,4.1,21.3,67.6,16.5,60.7,100.2,75.4,70.6,"Anzahl"
139,3,"Rüschlikon",2012,50.1,58.6,1.5,45.7,9.9,49.3,88.1,22.3,60.1,107.8,89.6,68,"Anzahl"
139,3,"Rüschlikon",2013,51,60.5,1.6,46.6,10.2,56.9,100.6,24.6,61.2,117.4,102.2,71.2,"Anzahl"
139,3,"Rüschlikon",2014,50.6,63.1,1.5,46.9,10.7,53.6,104.2,25.5,61.3,116.7,105.7,72.4,"Anzahl"
139,3,"Rüschlikon",2015,51.5,64.7,1.4,47.7,9.3,52.8,115,25.3,60.8,117.5,116.4,73,"Anzahl"
139,3,"Rüschlikon",2016,53.1,62.4,1.6,48.2,10.1,53.3,105.4,25.8,63.3,115.7,107,74,"Anzahl"
139,3,"Rüschlikon",2017,53.6,65.9,1.4,48.9,9.9,51.6,96.4,25.3,63.5,117.5,97.8,74.2,"Anzahl"
